Ticker;SimFinId;"Company Name";IndustryId
CHH;1059905;"CHOICE HOTELS INTERNATIONAL INC /DE";103015
CHK;378111;"Chesapeake Energy";107002
CHKE;240259;"CHEROKEE INC";103002
CHKP;1250715;"CHECK POINT SOFTWARE TECHNOLOGIES LTD";
CHNG;987613;"Change Healthcare Inc.";101003
CHPT;1326827;"ChargePoint Holdings, Inc.";100010
CHRS;540930;"Coherus BioSciences, Inc.";106002
CHRW;378101;"C. H. Robinson Worldwide";100010
CHSP;115723;"Chesapeake Lodging Trust";109001
CHTR;378110;"Charter Communications";108001
CHWY;951287;"Chewy, Inc.";103002
CI;378114;"CIGNA Corp.";106006
CICC;646381;"China Internet Cafe Holdings Group, Inc.";
CIDM;620342;"Cinedigm Corp.";103001
CIE;546550;"Cobalt International Energy, Inc.";107002
CIEN;49697;"CIENA CORP";101005
CIK;113301;"Crédit Suisse Asset Management Income Fund, INC.";104001
CIK0001446;160863;"Macquarie Equipment Leasing Fund, LLC";
CIK0001536;653045;"iVoiceIdeas, Inc.";
CINF;248488;"CINCINNATI FINANCIAL CORP";104006
CIO;949487;"City Office REIT, Inc.";
CIT;335466;"CIT GROUP INC";104002
CIVI;1071164;"Civitas Solutions, Inc.";
CK00007861;368990;"GYMBOREE CORP";
CK00011568;667758;"INTELSAT INVESTMENTS S.A.";
CK00015503;231124;"BakerCorp International, Inc.";
CKP;669154;"CHECKPOINT SYSTEMS INC";103018
CL;255327;"COLGATE PALMOLIVE CO";102002
CLAR;569146;"Clarus Corp";103015
CLBK;883513;"Columbia Financial, Inc.";104002
CLBS;798466;"CALADRIUS BIOSCIENCES, INC.";106002
CLC;57096;"CLARCOR INC.";100001
CLCT;512060;"COLLECTORS UNIVERSE INC";100002
CLDR;890662;"Cloudera, Inc.";101003
CLDT;849434;"Chatham Lodging Trust";109001
CLF;754906;"CLEVELAND-CLIFFS INC.";110004
CLFD;824450;"Clearfield, Inc.";101005
CLGX;896316;"CORELOGIC, INC.";100002
CLH;857873;"CLEAN HARBORS INC";100004
CLI;949728;"MACK CALI REALTY CORP";
CLNE;260313;"Clean Energy Fuels Corp.";107001
CLR;101392;"CONTINENTAL RESOURCES, INC";107002
CLRB;99062;"Cellectar Biosciences, Inc.";106002
CLSK;998456;"CLEANSPARK, INC.";
CLVT;1328920;"CLARIVATE Plc";101003
CLX;218764;"CLOROX CO /DE/";102002
CMA;378118;"Comerica Inc.";104002
CMBG;778513;"Cellular Biomedicine Group, Inc.";
CMBM;998419;"Cambium Networks Corp";101005
CMC;980334;"COMMERCIAL METALS Co";110007
CMCO;899253;"COLUMBUS MCKINNON CORP";100009
CMCSA;106366;"COMCAST CORP";108001
CMD;52478;"CANTEL MEDICAL CORP";106003
CME;378116;"CME Group Inc.";104003
CMG;80874;"CHIPOTLE MEXICAN GRILL INC";103003
CMI;120498;"CUMMINS INC";100001
CMLS;659310;"CUMULUS MEDIA INC";103001
CMND;667728;"CALEMINDER INC";
CMP;638470;"COMPASS MINERALS INTERNATIONAL INC";110004
CMPR;889944;"CIMPRESS N.V.";103011
CMRO;692525;"COMARCO INC";101005
CMS;378117;"CMS Energy";105001
CMT;776098;"CORE MOLDING TECHNOLOGIES INC";103005
CMTL;48404;"COMTECH TELECOMMUNICATIONS CORP /DE/";101005
CNA;446249;"Cna Financial Corp";104006
CNC;378107;"Centene Corporation";106006
CNDT;716302;"CONDUENT Inc";100002
CNFR;847219;"Conifer Holdings, Inc.";104006
CNK;760762;"Cinemark Holdings, Inc.";103001
CNM;1298294;"Core & Main, Inc.";100001
CNND;546895;"CANANDAIGUA NATIONAL CORP";104002
CNNX;208611;"CONE Midstream Partners LP";107003
CNO;1234043;"CNO Financial Group, Inc.";
CNP;378108;"CenterPoint Energy";105001
CNR;1145421;"Cornerstone Building Brands, Inc.";100003
CNS;820401;"COHEN & STEERS INC";104001
CNSL;897291;"Consolidated Communications Holdings, Inc.";108001
CNTG;1253237;"Centogene N.V.";106001
CNVR;521210;"CONVERSANT, INC.";101002
CNX;976576;"CNX Resources Corp";107002
CNXC;1234046;"Concentrix Corp";101003
CNXR;145641;"CONNECTURE INC";106006
CNXT;706764;"CONEXANT SYSTEMS INC";101004
COCO;1334644;"Vita Coco Company, Inc.";102002
CODA;511749;"Coda Octopus Group, Inc.";100008
CODI;705587;"Compass Diversified Holdings";100013
COF;378103;"Capital One Financial";104007
COG;378102;"Cabot Oil & Gas";107002
COGT;808945;"Cogent Biosciences, Inc.";106002
COHR;365654;"COHERENT INC";101001
COIN;1202161;"Coinbase Global, Inc.";104003
COKE;156024;"COCA COLA BOTTLING CO CONSOLIDATED /DE/";102005
COL;378209;"Rockwell Collins";100008
COLM;446285;"Columbia Sportswear Co";103004
COMM;446289;"Commscope Holding Company Inc";101005
CONE;1055097;"CyrusOne Inc.";109001
CONN;230908;"CONNS INC";103002
COO;186450;"COOPER COMPANIES INC";106003
COP;378120;ConocoPhillips;107002
COR;82753;"CoreSite Realty Corp";109001
CORR;949494;"CorEnergy Infrastructure Trust, Inc.";
CORT;724383;"CORCEPT THERAPEUTICS INC";106002
COST;217867;"COSTCO WHOLESALE CORP /NEW";102001
COT;727266;"Primo Water Corp";102005
COTV;146741;"Cotiviti Holdings, Inc.";101003
COTY;376164;"COTY INC.";102002
COUP;811353;"Coupa Software Inc";101003
COVS;43077;"Covisint Corp";101003
CP;102322;"CANADIAN PACIFIC RAILWAY LTD/CN";100010
CPB;249099;"CAMPBELL SOUP CO";102002
CPE;628030;"CALLON PETROLEUM CO";107002
CPLG;949495;"CorePoint Lodging Inc.";109001
CPN;113443;"CALPINE CORP";105002
CPRI;38287;"Capri Holdings Ltd";103004
CPRT;287342;"COPART INC";103005
CPS;530203;"Cooper-Standard Holdings Inc.";103005
CPSI;497906;"Computer Programs & Systems Inc";101003
CPT;446323;"Camden Property Trust";109001
CPXX;436095;"Celator Pharmaceuticals Inc";106002
CQH;704560;"Cheniere Energy Partners LP Holdings, LLC";107003
CQP;704562;"Cheniere Energy Partners, L.P.";107003
CR;355869;"CRANE CO /DE/";100001
CRAY;941302;"CRAY INC";101001
CRBU;1253332;"Caribou Biosciences, Inc.";106002
CRC;822165;"California Resources Corp";107002
CRD-A;823170;"CRAWFORD & CO";108004
CRDF;798464;"Cardiff Oncology, Inc.";106001
CRDO;1342111;"Credo Technology Group Holding Ltd";
CREE;178872;"CREE INC";101004
CRI;933049;"Carter's Inc";103002
CRIS;168118;"CURIS INC";106002
CRL;187129;"CHARLES RIVER LABORATORIES INTERNATIONAL INC";106001
CRM;85017;"SALESFORCE COM INC";101003
CRNC;1171317;"Cerence Inc.";101003
CROX;128143;"Crocs, Inc.";103004
CRR;534434;"CARBO CERAMICS INC";107004
CRS;993068;"CARPENTER TECHNOLOGY CORP";110004
CRSP;791051;"CRISPR Therapeutics AG";106002
CRSR;1243777;"Corsair Gaming, Inc.";103015
CRTO;884751;"Criteo S.A.";101002
CRUS;674434;"CIRRUS LOGIC INC";101004
CRVS;808943;"Corvus Pharmaceuticals, Inc.";106002
CRWD;1039026;"CrowdStrike Holdings, Inc.";101003
CRWS;256343;"CROWN CRAFTS INC";103004
CRY;710985;"CRYOLIFE INC";106004
CRZO;628031;"CARRIZO OIL & GAS INC";107002
CSBR;241725;"CHAMPIONS ONCOLOGY, INC.";106002
CSC;218339;"COMPUTER SCIENCES CORP";100002
CSCO;82202;"CISCO SYSTEMS, INC.";101005
CSGP;486790;"COSTAR GROUP INC";109002
CSGS;366036;"CSG SYSTEMS INTERNATIONAL INC";101003
CSII;178927;"Cardiovascular Systems Inc";106004
CSL;446361;"Carlisle Companies Inc";103005
CSLT;494803;"CASTLIGHT HEALTH, INC.";101003
CSOD;747052;"Cornerstone OnDemand Inc";101003
CSPR;1011102;"Casper Sleep Inc.";103004
CSR;949709;CENTERSPACE;
CSRA;378123;"CSRA Inc.";101003
CSS;702391;"CSS INDUSTRIES INC";103002
CST;42704;"CST BRANDS, INC.";102001
CSTL;1252818;"CASTLE BIOSCIENCES INC";106002
CSU;122647;"CAPITAL SENIOR LIVING CORP";106011
CSV;1067471;"CARRIAGE SERVICES INC";
CSWI;49347;"CSW INDUSTRIALS, INC.";100001
CSX;248102;"CSX CORP";100010
CTAS;331923;"CINTAS CORP";100002
CTIC;809274;"CTI BIOPHARMA CORP";106002
CTLP;234192;"CANTALOUPE, INC.";101003
CTLT;1169061;"Catalent, Inc.";106005
CTMX;789985;"CytomX Therapeutics, Inc.";106002
CTOP;658373;"Ceetop Inc.";
CTRE;1342064;"CareTrust REIT, Inc.";
CTS;923326;"CTS CORP";100003
CTSH;128066;"COGNIZANT TECHNOLOGY SOLUTIONS CORP";101003
CTT;949486;"CatchMark Timber Trust, Inc.";
CTVA;1169062;"Corteva, Inc.";110003
CTXR;998532;"Citius Pharmaceuticals, Inc.";
CTXS;131663;"CITRIX SYSTEMS INC";101003
CUB;727716;"CUBIC CORP /DE/";100008
CUBE;117529;CubeSmart;109001
CULP;209337;"CULP INC";100001
CUO;884109;"CONTINENTAL MATERIALS CORP";100001
CUTR;1253252;"CUTERA INC";106004
CUZ;446395;"Cousins Properties Inc";109001
CVA;821325;"COVANTA HOLDING CORP";100004
CVCO;890460;"CAVCO INDUSTRIES INC.";103013
CVGI;773452;"Commercial Vehicle Group, Inc.";103005
CVLT;1067483;"COMMVAULT SYSTEMS INC";101003
CVNA;717670;"CARVANA CO.";103002
CVS;256275;"CVS HEALTH Corp";106006
CVSI;150939;"CV Sciences, Inc.";103015
CVT;1328921;"CVENT HOLDING CORP.";101003
CVX;248396;"CHEVRON CORP";107005
CW;1057791;"CURTISS WRIGHT CORP";111001
CWEN;904225;"Clearway Energy, Inc.";105001
CWH;744377;"Camping World Holdings, Inc.";103005
CWRL;662568;"Cornerworld Corp";
CWT;939565;"CALIFORNIA WATER SERVICE GROUP";105001
CXBS;998468;"Corix Bioscience, Inc.";
CXM;1340853;"Sprinklr, Inc.";101003
CXO;378119;"Concho Resources";107002
CXP;949490;"COLUMBIA PROPERTY TRUST, INC.";109001
CXW;949493;"CoreCivic, Inc.";109002
CY;526074;"CYPRESS SEMICONDUCTOR CORP /DE/";101004
CYAN;65022;"CYANOTECH CORP";102002
CYCA;660121;"CYTTA CORP.";
CYCC;899362;"Cyclacel Pharmaceuticals, Inc.";106002
CYIG;947023;"SPRING PHARMACEUTICAL GROUP, INC.";
CYNK;665931;"Cynk Technology Corp.";
CYNX;689586;"CelLynx Group, Inc.";
CYRP;986073;"CYBRA CORP";
CZOO;1341562;"Cazoo Group Ltd";
CZR;821879;"CAESARS ENTERTAINMENT Corp";103015
D;189087;"DOMINION RESOURCES INC /VA/";105001
DAL;231789;"DELTA AIR LINES INC /DE/";100006
DALN;652799;"DallasNews Corp";103026
DAN;980331;"DANA INC";103005
DAR;1234767;"DARLING INGREDIENTS INC.";100001
DASH;1200821;"DoorDash, Inc.";101003
DATA;711049;"Tableau Software Inc";101003
DBD;770497;"DIEBOLD NIXDORF, Inc";101003
DBI;596024;"Designer Brands Inc.";103002
DBRG;949488;"DigitalBridge Group, Inc.";
DBX;808182;"DROPBOX, INC.";101003
DCI;50564;"DONALDSON CO INC";100001
DCPH;785694;"Deciphera Pharmaceuticals, Inc.";106002
DD;546332;"DUPONT DE NEMOURS, INC.";110001
DDD;545133;"3D SYSTEMS CORP";101001
DDE;157094;"DOVER DOWNS GAMING & ENTERTAINMENT INC";103015
DDMG;286073;"Digital Domain Media Group, Inc.";
DDOG;963381;"Datadog, Inc.";101003
DDS;949971;"DILLARD'S, INC.";103002
DE;373449;"DEERE & CO";100009
DEA;949499;"Easterly Government Properties, Inc.";109002
DECK;1054410;"DECKERS OUTDOOR CORP";103002
DEI;1057794;"Douglas Emmett Inc";109002
DELL;59180;"Dell Technologies Inc.";101001
DEN;919129;"DENBURY INC";107002
DENN;986862;"DENNY'S Corp";103003
DESTQ;175862;"Destination Maternity Corp";103002
DEVV;658900;"BIOSCIENCE NEUTRACEUTICALS INC";
DFCO;1077526;"DALRADA FINANCIAL CORP";111001
DFODQ;824643;"DEAN FOODS CO";102002
DFS;378127;"Discover Financial Services";104007
DFT;446473;"Dupont Fabros Technology Inc";109001
DG;80798;"DOLLAR GENERAL CORP";102001
DGTC;546987;"DGT Holdings Corp.";
DGX;341807;"QUEST DIAGNOSTICS INC";106001
DHI;378124;"D. R. Horton";103013
DHR;89750;"DANAHER CORP /DE/";106001
DHRM;1249011;"Newegg Commerce, Inc.";
DHX;653310;"DHI GROUP, INC.";100011
DIA;1171654;"SPDR Dow Jones Industrial Average ETF Trust";
DIN;545516;"DineEquity, Inc";103003
DIS;261356;"The Walt Disney Company";103001
DISCA;120376;"Discovery Communications, Inc.";103001
DISH;741324;"DISH Network CORP";108001
DIT;1079780;"AMCON DISTRIBUTING CO";100010
DJCO;1076497;"DAILY JOURNAL CORP";103026
DK;823947;"Delek US Holdings, Inc.";107001
DKNG;1085359;"DraftKings Inc.";103001
DKS;179423;"DICKS SPORTING GOODS INC";103002
DLB;357388;"Dolby Laboratories, Inc.";103001
DLPH;928642;"Delphi Technologies PLC";103005
DLR;286372;"Digital Realty Trust, Inc.";109001
DLTH;50213;"DULUTH HOLDINGS INC.";103002
DLTR;378128;"Dollar Tree";102001
DLX;639822;"DELUXE CORP";100002
DM;1306306;"Desktop Metal, Inc.";100003
DMDW;667739;"DOMAIN MEDIA CORP";
DMLP;1016069;"DORCHESTER MINERALS, L.P.";
DMRC;110139;"Digimarc CORP";101003
DMTK;1253392;"DermTech, Inc.";106002
DNAY;1253399;"Codex DNA, Inc.";106002
DNB;125293;"Dun & Bradstreet Holdings, Inc.";100002
DNKN;101599;"DUNKIN' BRANDS GROUP, INC.";103003
DNOW;558120;"NOW Inc.";107004
DOC;998407;"Physicians Realty Trust";109001
DOCN;1202261;"DigitalOcean Holdings, Inc.";101003
DOCU;810159;"DOCUSIGN INC";101003
DOMO;770174;"DOMO, INC.";101003
DORM;742104;"Dorman Products, Inc.";103005
DOV;336327;"DOVER Corp";100001
DOW;378129;"Dow Chemical";110001
DPLO;349954;"Diplomat Pharmacy, Inc.";106005
DPW;1241825;"Ault Global Holdings, Inc.";
DPZ;338660;"DOMINOS PIZZA INC";103003
DRE;446513;"Duke Realty Corp";109001
DRI;108420;"DARDEN RESTAURANTS INC";103003
DRIO;1253255;"DarioHealth Corp.";
DRQ;113753;"DRIL-QUIP INC";107004
DRTT;963028;"DIRTT ENVIRONMENTAL SOLUTIONS LTD";103004
DRVN;1340510;"Driven Brands Holdings Inc.";
DS;816790;"Drive Shack Inc.";103015
DSKE;770175;"Daseke, Inc.";100010
DT;1251549;"Dynatrace, Inc.";101003
DTE;378131;"DTE Energy Co.";105001
DTEA;1241347;"DAVIDsTEA Inc.";
DTIL;1078151;"PRECISION BIOSCIENCES INC";
DTM;1234768;"DT Midstream, Inc.";107003
DTRM;80268;"DETERMINE, INC.";101003
DUK;191249;"Duke Energy CORP";105001
DUOL;1271648;"Duolingo, Inc.";103015
DVA;349826;"DAVITA INC.";106011
DVAX;138695;"DYNAVAX TECHNOLOGIES CORP";106002
DVN;122079;"DEVON ENERGY CORP/DE";107002
DWACU;1254331;"Digital World Acquisition Corp.";
DX;949498;"DYNEX CAPITAL INC";
DXC;740485;"DXC Technology Co";100002
DXCM;352596;"DEXCOM INC";106001
DXLG;178401;"DESTINATION XL GROUP, INC.";103002
DXPE;674720;"DXP ENTERPRISES INC";100005
DY;252287;"DYCOM INDUSTRIES INC";100003
DYN;1154967;"Dyne Therapeutics, Inc.";106002
DYNT;286288;"DYNATRONICS CORP";106004
DYN_delist;703911;"DYNEGY INC.";105002
DZSI;202955;"DZS INC.";101005
EA;372651;"ELECTRONIC ARTS INC.";101003
EAF;910562;"GRAFTECH INTERNATIONAL LTD";100001
EAR;1253401;"Eargo, Inc.";
EAST;646929;"Eastside Distilling, Inc.";102004
EAT;980378;"BRINKER INTERNATIONAL, INC";103003
EB;909936;"Eventbrite, Inc.";101003
EBAY;104109;"EBAY INC";103002
EBF;90209;"ENNIS, INC.";100001
EBIX;147655;"EBIX INC";101003
EBS;1063681;"Emergent BioSolutions Inc.";106005
ECA;897579;"ENCANA CORP";107002
ECL;378133;"Ecolab Inc.";110001
ECYT;760760;"ENDOCYTE INC";106002
ED;378121;"Consolidated Edison";105001
EDIT;1253292;"Editas Medicine, Inc.";
EDNT;1242007;"Vinco Ventures, Inc.";
EE;709578;"EL PASO ELECTRIC CO /TX/";105001
EEFT;484269;"EURONET WORLDWIDE INC";100002
EEI;55609;"ECOLOGY & ENVIRONMENT INC";100004
EEP;569369;"ENBRIDGE ENERGY PARTNERS LP";107003
EFCT;666435;"EFACTOR GROUP CORP.";
EFOI;807596;"ENERGY FOCUS, INC/DE";103004
EFX;378137;"Equifax Inc.";100002
EGAN;233349;"EGAIN Corp";101003
EGHT;36662;"8X8 INC /DE/";101003
EGLT;286194;"Egalet Corp";106002
EGP;899359;"EASTGROUP PROPERTIES INC";109001
EGY;699964;"VAALCO ENERGY INC /DE/";107002
EHC;117690;"Encompass Health Corp";106011
EHTH;979798;"eHealth, Inc.";104005
EIGI;74731;"Endurance International Group Holdings, Inc.";101003
EIX;378134;"Edison International";105001
EL;172930;"ESTEE LAUDER COMPANIES INC";102002
ELAN;1094920;"Elanco Animal Health Inc";106005
ELLI;446590;"Ellie Mae Inc";101003
ELMD;187864;"Electromed, Inc.";106004
ELS;446592;"Equity Lifestyle Properties Inc";109001
ELY;434282;"CALLAWAY GOLF CO";103015
ELYS;360213;"ELYS GAME TECHNOLOGY, CORP";103001
EMC;261451;"EMC CORP";101001
EME;446597;"Emcor Group Inc";100003
EMIS;952850;"EMISPHERE TECHNOLOGIES INC";
EMMS;654077;"EMMIS COMMUNICATIONS CORP";103001
EMN;122948;"EASTMAN CHEMICAL CO";110001
EMR;255983;"EMERSON ELECTRIC CO";100001
ENB;1300947;"ENBRIDGE INC";107003
ENBL;998439;"Enable Midstream Partners, LP";107003
ENDP;530918;"Endo International plc";106005
ENDP_old;378135;"Endo International";106005
ENG;58098;"ENGLOBAL CORP";100003
ENPH;917156;"Enphase Energy, Inc.";101004
ENR;674540;"ENERGIZER HOLDINGS, INC.";101001
ENS;35886;EnerSys;101001
ENSG;1023444;"ENSIGN GROUP, INC";106011
ENV;978454;"ENVESTNET, INC.";101003
ENVA;625336;"Enova International, Inc.";104007
ENZ;50379;"ENZO BIOCHEM INC";106001
ENZB;818574;EnzymeBioSystems;
EOG;100699;"EOG RESOURCES INC";107002
EPAC;89259;"ENERPAC TOOL GROUP CORP";100001
EPAM;923418;"EPAM Systems, Inc.";100002
EPAY;989883;"BOTTOMLINE TECHNOLOGIES INC /DE/";101003
EPD;469948;"ENTERPRISE PRODUCTS PARTNERS L P";107003
EPE;716965;"EP Energy Corp";107002
EPM;516432;"EVOLUTION PETROLEUM CORP";107002
EPR;701414;"EPR PROPERTIES";109001
EPRT;949674;"ESSENTIAL PROPERTIES REALTY TRUST, INC.";109001
EPZM;138374;"Epizyme, Inc.";106002
EQIX;378138;Equinix;109001
EQM;1071166;"EQM Midstream Partners, LP";107003
EQR;421306;"Equity Residential";109001
EQRX;1334626;"EQRx, Inc.";106002
EQT;378136;"EQT Corporation";107002
ERIE;446629;"Erie Indemnity Co";104003
ERS;543790;"EMPIRE RESOURCES INC /NEW/";
ES;378141;"Eversource Energy";105001
ESCA;918449;"ESCALADE INC";
ESGR;446639;"Enstar Group LTD";104005
ESI;687589;"Element Solutions Inc";110001
ESI_delist;114707;"ITT EDUCATIONAL SERVICES INC";
ESL;758715;"ESTERLINE TECHNOLOGIES CORP";100008
ESNT;1055099;"Essent Group Ltd.";104013
ESP;230667;"ESPEY MFG & ELECTRONICS CORP";101001
ESRT;949500;"Empire State Realty Trust, Inc.";
ESRX;107733;"Express Scripts Holding Co.";106006
ESS;378140;"Essex Property Trust Inc";109001
ESTA;1253256;"ESTABLISHMENT LABS HOLDINGS INC.";106004
ESTC;917843;"Elastic N.V.";101003
ESTE;638141;"EARTHSTONE ENERGY INC";107002
ES_old;446632;"Energysolutions Inc";105001
ET;767563;"Energy Transfer LP";107003
ETD;993675;"ETHAN ALLEN INTERIORS INC";103004
ETEC;546873;"EMTEC INC/NJ";
ETFC;378132;E*Trade;104003
ETM;550551;"ENTERCOM COMMUNICATIONS CORP";103001
ETN;124922;"Eaton Corp plc";100001
ETR;354347;"ENTERGY CORP /DE/";105001
ETRN;980328;"Equitrans Midstream Corp";107003
ETSY;469839;"ETSY INC";103002
EV;200412;"EATON VANCE CORP";104001
EVA;900872;"Enviva Partners, LP";110002
EVBG;914618;"EVERBRIDGE, INC.";101003
EVC;652141;"ENTRAVISION COMMUNICATIONS CORP";103001
EVCM;1251883;"EverCommerce Inc.";101003
EVFM;988215;"Evofem Biosciences, Inc.";106002
EVGO;1311761;"EVgo Inc.";100010
EVH;146041;"Evolent Health, Inc.";101003
EVI;258455;"EnviroStar, Inc.";103020
EVLO;807946;"Evelo Biosciences, Inc.";106002
EVOP;977613;"EVO Payments, Inc.";101003
EVR;1059906;"Evercore Inc.";104002
EVRG;995321;"Evergy, Inc.";105001
EVRI;917372;"Everi Holdings Inc.";100003
EVTC;961219;"EVERTEC, Inc.";100002
EW;108955;"Edwards Lifesciences Corp";106004
EWBC;335579;"EAST WEST BANCORP INC";104002
EXA;177765;"EXA CORP";101003
EXAS;41775;"EXACT SCIENCES CORP";106001
EXC;378142;"Exelon Corp.";105001
EXDX;1251651;"EXAGEN INC.";106002
EXEL;289286;"EXELIXIS, INC.";106002
EXP;110585;"EAGLE MATERIALS INC";110005
EXPD;378143;"Expeditors International";100010
EXPE;112653;"Expedia, Inc.";103015
EXPI;795710;"EXP World Holdings, Inc.";109002
EXPO;1084550;"EXPONENT INC";100007
EXPR;50957;"EXPRESS, INC.";103002
EXR;130051;"Extra Space Storage Inc.";109001
EXTR;187330;"EXTREME NETWORKS INC";101005
EYPT;232734;"EyePoint Pharmaceuticals, Inc.";106005
F;249937;"FORD MOTOR CO";103005
FAF;1008640;"First American Financial Corp";104005
FANG;896740;"Diamondback Energy, Inc.";107002
FARM;968243;"FARMER BROTHERS CO";102002
FARO;740727;"FARO TECHNOLOGIES INC";101001
FAST;339017;"FASTENAL CO";100005
FB;121021;"Meta Platforms, Inc.";101002
FBHS;378152;"Fortune Brands Home & Security";103004
FBRX;809598;"Forte Biosciences, Inc.";106002
FC;702498;"FRANKLIN COVEY CO";102006
FCAUS;943836;"FCA US LLC";
FCEL;197812;"FUELCELL ENERGY INC";105002
FCF;998470;"FIRST COMMONWEALTH FINANCIAL CORP /PA/";
FCFS;1067474;"FIRSTCASH, INC";103020
FCN;1057788;"FTI CONSULTING, INC";108002
FCNCA;446741;"First Citizens Bancshares Inc";104002
FCPT;623532;"Four Corners Property Trust, Inc.";109001
FCS;147401;"FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC";101004
FCX;378154;"Freeport-McMoran Cp & Gld";110004
FDC;520475;"FIRST DATA CORP";100002
FDS;91248;"FACTSET RESEARCH SYSTEMS INC";104003
FDX;259098;"FEDEX CORP";100010
FE;422040;"FIRSTENERGY CORP";105001
FEIM;118109;"FREQUENCY ELECTRONICS INC";101005
FELE;124153;"FRANKLIN ELECTRIC CO INC";100001
FET;124637;"FORUM ENERGY TECHNOLOGIES, INC.";107004
FF;824527;"FutureFuel Corp.";110001
FFIN;998435;"FIRST FINANCIAL BANKSHARES INC";104002
FFIV;60283;"F5 NETWORKS INC";101003
FGEN;781665;"FIBROGEN INC";106002
FGP;825012;"FERRELLGAS PARTNERS L P";107001
FHB;210774;"FIRST HAWAIIAN, INC.";104002
FHI;821505;"FEDERATED INVESTORS INC /PA/";104001
FHN;1234769;"FIRST HORIZON CORP";104002
FICO;446774;"Fair Isaac Corp";101003
FIS;88558;"Fidelity National Information Services, Inc.";100002
FISV;378146;"Fiserv Inc";100002
FIT;642125;"FITBIT INC";101001
FITB;378145;"Fifth Third Bancorp";104002
FIVE;902627;"FIVE BELOW, INC";103002
FIVN;901361;"Five9, Inc.";101003
FIX;1014353;"COMFORT SYSTEMS USA INC";100003
FIZZ;199147;"NATIONAL BEVERAGE CORP";102005
FKWL;286530;"FRANKLIN WIRELESS CORP";101005
FL;47224;"FOOT LOCKER, INC.";103004
FLDM;1253027;"FLUIDIGM CORP";106001
FLEX;116586;"FLEXTRONICS INTERNATIONAL LTD.";101001
FLGT;1252817;"Fulgent Genetics, Inc.";106002
FLIR;367930;"FLIR SYSTEMS INC";101001
FLLC;667668;"Fellazo Corp";101003
FLNC;1329471;"Fluence Energy, Inc.";107007
FLO;531177;"FLOWERS FOODS INC";102002
FLOW;918101;"SPX FLOW, Inc.";100003
FLR;378148;"Fluor Corp.";100003
FLS;378147;"Flowserve Corporation";100001
FLT;740486;"FLEETCOR TECHNOLOGIES INC";100002
FLUG;362943;"FLURIDA GROUP INC";
FLWS;247341;"1 800 FLOWERS COM INC";103002
FLXS;248318;"FLEXSTEEL INDUSTRIES INC";103004
FLYW;1326823;"Flywire Corp";104003
FMAO;939566;"FARMERS & MERCHANTS BANCORP INC";104002
FMBH;743187;"FIRST MID ILLINOIS BANCSHARES INC";104002
FMBI;1143185;"FIRST MIDWEST BANCORP INC";
FMC;378149;"FMC Corporation";110001
FMCC;815910;"FEDERAL HOME LOAN MORTGAGE CORP";
FMSA;645665;"FAIRMOUNT SANTROL HOLDINGS INC.";107004
FNB;446814;"FNB Corp";104002
FND;693510;"Floor & Decor Holdings, Inc.";103002
FNF;1249831;"Fidelity National Financial, Inc.";
FNHC;1322470;"FedNat Holding Co";
FNJN;679470;"FINJAN HOLDINGS, INC.";101003
FNKO;694474;"Funko, Inc.";103015
FNSR;198959;"FINISAR CORP";101005
FOE;350054;"FERRO CORP";110001
FOLD;143587;"AMICUS THERAPEUTICS INC";106002
FONR;512339;"FONAR CORP";106004
FOR;627775;"Forestar Group Inc.";109002
FORD;257294;"FORWARD INDUSTRIES INC";103004
FORM;931024;"FORMFACTOR INC";101004
FORR;506742;"FORRESTER RESEARCH, INC.";100002
FOSL;419656;"Fossil Group, Inc.";103004
FOUR;1248148;"Shift4 Payments, Inc.";101003
FOX;885908;"Fox Corp";103001
FOXF;1057789;"FOX FACTORY HOLDING CORP";100003
FOX_old;242;"21st Century Fox";103001
FPH;882941;"Five Point Holdings, LLC";109002
FPI;1249733;"Farmland Partners Inc.";109002
FPRX;378616;"FIVE PRIME THERAPEUTICS INC";106002
FR;949678;"FIRST INDUSTRIAL REALTY TRUST INC";109001
FRANQ;202677;"Francesca's Holdings CORP";103002
FRBK;1169746;"REPUBLIC FIRST BANCORP INC";
FRD;543788;"FRIEDMAN INDUSTRIES INC";110007
FRED;51800;"FREDS INC";102001
FRGI;625539;"Fiesta Restaurant Group, Inc.";103003
FROG;1205634;"JFrog Ltd";101003
FRP;710987;"FAIRPOINT COMMUNICATIONS INC";
FRPT;546551;"Freshpet, Inc.";102002
FRSH;881925;"Papa Murphy's Holdings, Inc.";103003
FRT;378144;"Federal Realty Investment Trust";109001
FRX_delist;564852;"Forest Laboratories, LLC";106002
FSCT;897042;"FORESCOUT TECHNOLOGIES, INC";101003
FSLR;260908;"FIRST SOLAR, INC.";101004
FSLY;996256;"Fastly, Inc.";101003
FSP;949683;"FRANKLIN STREET PROPERTIES CORP /MA/";
FSS;968229;"FEDERAL SIGNAL CORP /DE/";100001
FTCH;1242699;"Farfetch Ltd";103002
FTDR;952705;"frontdoor, inc.";103020
FTEK;144208;"FUEL TECH, INC.";100001
FTI;637893;"TechnipFMC plc";107004
FTI_old;378150;"FMC Technologies Inc.";107004
FTK;1145423;"FLOTEK INDUSTRIES INC/CN/";110001
FTLF;1340516;"FITLIFE BRANDS, INC.";
